"","skill_group_category","skill_group_name","section_name","industry_name","penetration_rate_2015","penetration_rate_2016","penetration_rate_2017","penetration_rate_2018","penetration_rate_2019"
"949","Business Skills","Manufacturing Operations","Manufacturing","Aviation & Aerospace",0.06012,0.05047,0.03862,0.03608,0.03917
"950","Business Skills","Manufacturing Operations","Manufacturing","Paper & Forest Products",0.05648,0.03933,0.02475,0.02236,0.02891
"951","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.05242,0.04493,0.03174,0.03131,0.03605
"952","Business Skills","Manufacturing Operations","Mining and quarrying","Mining & Metals",0.04939,0.04335,0.02995,0.03152,0.0338
"953","Business Skills","Manufacturing Operations","Manufacturing","Electrical & Electronic Manufacturing",0.04725,0.03796,0.02886,0.0288,0.03268
"954","Business Skills","Manufacturing Operations","Manufacturing","Chemicals",0.04391,0.03501,0.02421,0.02316,0.02674
"955","Business Skills","Manufacturing Operations","Manufacturing","Industrial Automation",0.03999,0.03001,0.01911,0.01515,0.01778
"956","Business Skills","Manufacturing Operations","Information and communication","Semiconductors",0.03552,0.02789,0.01775,0.0209,0.02397
"957","Business Skills","Manufacturing Operations","Manufacturing","Food Production",0.0247,0.02207,0.01607,0.01855,0.02471
"958","Business Skills","Manufacturing Operations","Mining and quarrying","Oil & Energy",0.0169,0.01403,0.01321,0.01293,0.01494
"959","Business Skills","Manufacturing Operations","Manufacturing","Textiles",0.0099,0.00806,0.00593,0.00598,0.0105
"960","Business Skills","Manufacturing Operations","Manufacturing","Pharmaceuticals",0.00987,0.00867,0.00657,0.00932,0.01159
"961","Business Skills","Manufacturing Operations","Manufacturing","Renewables & Environment",0.0083,0.00647,0.00435,0.0043,0.00887
"962","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Environmental Services",0.00638,0.00561,0.00334,0.00337,0.00391
"963","Business Skills","Manufacturing Operations","Information and communication","Computer Hardware",0.00615,0.0047,0.00059,0.00104,0.00237
"964","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Biotechnology",0.00572,0.00514,0.00326,0.00432,0.00734
"965","Business Skills","Manufacturing Operations","Manufacturing","Printing",0.00546,0.00442,0.00218,0.00302,0.00516
"966","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Management Consulting",0.00393,0.00278,0.00151,0.00185,0.00354
"967","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Outsourcing/Offshoring",0.00329,0.00265,0.00237,0.00298,0.00335
"968","Business Skills","Manufacturing Operations","Arts, entertainment and recreation","Gambling & Casinos",0.00322,0.00185,7e-04,0.00121,0.00091
"969","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Events Services",0.00221,0.0017,0.0012,0.00145,0.00172
"970","Business Skills","Manufacturing Operations","Information and communication","Information Technology & Services",0.00191,0.0017,0.00161,0.00195,0.0028
"971","Business Skills","Manufacturing Operations","Arts, entertainment and recreation","Performing Arts",0.00175,0.00126,0.00049,0.00076,0.00057
"972","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Research",0.00125,0.00094,0.00072,0.00094,0.00156
"973","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Design",0.00124,0.00113,0.00149,0.00156,0.00174
"974","Business Skills","Manufacturing Operations","Arts, entertainment and recreation","Entertainment",0.00123,0.00131,0.00107,0.00106,0.0013
"975","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Professional Training & Coaching",0.001,9e-04,0.00021,0.00054,0.00112
"976","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Executive Office",0.00095,0.00151,0.00124,0.00144,0.00215
"977","Business Skills","Manufacturing Operations","Information and communication","Telecommunications",0.00087,0.00099,0.00098,0.00136,0.00204
"978","Business Skills","Manufacturing Operations","Information and communication","Internet",0.00086,0.00098,0.00116,0.00124,0.00196
"979","Business Skills","Manufacturing Operations","Information and communication","Motion Pictures & Film",0.00062,0.00062,0.00049,0.00073,0.00271
"980","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Information Services",0.00057,0.00046,0.00022,0.00028,0.00055
"981","Business Skills","Manufacturing Operations","Arts, entertainment and recreation","Animation",0.00051,0.00053,0.00073,0.00052,0.00045
"982","Business Skills","Manufacturing Operations","Information and communication","Computer Software",5e-04,0.00052,0.00052,0.00066,0.00106
"983","Business Skills","Manufacturing Operations","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00045,0.00045,0.00056,7e-04,0.00111
"984","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Marketing & Advertising",0.00042,0.00042,0.00071,0.00041,0.00084
"985","Business Skills","Manufacturing Operations","Information and communication","Media Production",0.00039,0.00029,0.00057,7e-04,0.00099
"986","Business Skills","Manufacturing Operations","Arts, entertainment and recreation","Sports",0.00034,0.00029,5e-04,0.00033,0.00053
"987","Business Skills","Manufacturing Operations","Arts, entertainment and recreation","Music",0.00029,0.00036,0.00018,0.00042,0.00072
"988","Business Skills","Manufacturing Operations","Financial and insurance activities","Financial Services",0.00025,0.00025,5e-04,0.00068,0.00119
"989","Business Skills","Manufacturing Operations","Information and communication","Computer Networking",0.00021,0.00023,0.00024,0.00042,0.00061
"990","Business Skills","Manufacturing Operations","Financial and insurance activities","Investment Management",0.00021,0.00026,0.00056,7e-04,7e-04
"991","Business Skills","Manufacturing Operations","Financial and insurance activities","Insurance",0.00021,0.00034,5e-04,0.00057,0.00086
"992","Business Skills","Manufacturing Operations","Financial and insurance activities","Banking",2e-04,0.00032,0.00054,0.00052,0.00106
"993","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Architecture & Planning",0.00018,0.00035,0.00038,0.00058,5e-04
"994","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Law Practice",0.00018,0.00014,0.00013,0.00034,0.00025
"995","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Legal Services",0.00018,0.00015,0.00015,0.00022,0.00044
"996","Business Skills","Manufacturing Operations","Information and communication","Publishing",0.00016,2e-04,0.00043,0.00034,0.00045
"997","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Market Research",0.00015,0.00033,0.00062,0.00024,0.00049
"998","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Photography",0.00014,0.00017,0.00031,5e-04,0.00024
"999","Business Skills","Manufacturing Operations","Information and communication","Computer & Network Security",0.00012,0.00024,0.00024,0.00018,0.00032
"1000","Business Skills","Manufacturing Operations","Information and communication","Online Media",1e-04,0.00011,0.00021,0.00029,0.00059
"1001","Business Skills","Manufacturing Operations","Professional scientific and technical activities","Accounting",1e-04,0.00015,0.00013,0.00011,0.00027
"1002","Business Skills","Partner Development","Information and communication","Computer Software",0.00111,0.00079,0.00035,0.00026,0.00062
"1003","Business Skills","Partner Development","Information and communication","Computer Networking",0.00084,7e-04,0.00048,0.00021,4e-04
"1004","Business Skills","Partner Development","Information and communication","Information Technology & Services",4e-04,0.00027,0.00012,0.00014,0.00033
"1005","Business Skills","Payroll Services","Professional scientific and technical activities","Accounting",0.00409,0.00434,0.00527,0.00565,0.00771
"1006","Business Skills","Payroll Services","Manufacturing","Packaging & Containers",7e-04,0.00054,0.00041,0.00043,0.00087
"1007","Business Skills","Payroll Services","Manufacturing","Food Production",0.00069,6e-04,0.00056,0.00046,0.00134
"1008","Business Skills","Payroll Services","Mining and quarrying","Mining & Metals",0.00066,0.00049,0.00031,0.00035,0.00094
"1009","Business Skills","Payroll Services","Professional scientific and technical activities","Outsourcing/Offshoring",0.00058,0.00053,0.00066,0.00078,0.00154
"1010","Business Skills","Payroll Services","Professional scientific and technical activities","Law Practice",0.00054,0.00051,0.00027,0.00034,0.00086
"1011","Business Skills","Payroll Services","Manufacturing","Textiles",0.00053,0.00054,0.00031,0.00043,0.00113
"1012","Business Skills","Payroll Services","Manufacturing","Automotive",5e-04,0.00053,0.00052,0.00047,0.00106
"1013","Business Skills","Payroll Services","Professional scientific and technical activities","Executive Office",0.00048,0.00057,0.00041,0.00058,0.00031
"1014","Business Skills","Payroll Services","Professional scientific and technical activities","Environmental Services",0.00048,4e-04,2e-04,0.00022,0.00056
"1015","Business Skills","Payroll Services","Manufacturing","Electrical & Electronic Manufacturing",0.00044,0.00039,0.00028,0.00042,7e-04
"1016","Business Skills","Payroll Services","Manufacturing","Machinery",0.00043,0.00054,0.00035,0.00036,0.00069
"1017","Business Skills","Payroll Services","Financial and insurance activities","Financial Services",0.00043,0.00045,0.00048,0.00056,0.00135
"1018","Business Skills","Payroll Services","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00042,0.00038,0.00044,0.00027,0.00074
"1019","Business Skills","Payroll Services","Manufacturing","Plastics",0.00038,0.00044,0.00022,3e-04,0.00062
"1020","Business Skills","Payroll Services","Information and communication","Information Technology & Services",0.00034,0.00032,0.00046,0.00045,0.00093
"1021","Business Skills","Payroll Services","Manufacturing","Chemicals",0.00031,4e-04,0.00013,0.00016,0.00064
"1022","Business Skills","Payroll Services","Financial and insurance activities","Investment Management",0.00028,0.00017,0.00019,0.00028,0.00042
"1023","Business Skills","Payroll Services","Mining and quarrying","Oil & Energy",0.00028,0.00047,0.00046,0.00067,0.00112
"1024","Business Skills","Payroll Services","Manufacturing","Renewables & Environment",0.00027,0.00021,0.00021,0.00016,0.00033
"1025","Business Skills","Payroll Services","Arts, entertainment and recreation","Entertainment",0.00026,0.00027,0.00013,0.00015,0.00048
"1026","Business Skills","Payroll Services","Information and communication","Computer Software",0.00025,0.00034,0.00038,0.00042,0.00088
"1027","Business Skills","Payroll Services","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00023,0.00023,0.00012,2e-04,0.00052
"1028","Business Skills","Payroll Services","Professional scientific and technical activities","Management Consulting",2e-04,0.00022,0.00015,0.00046,0.00095
"1029","Business Skills","Payroll Services","Information and communication","Telecommunications",2e-04,0.00025,0.00018,0.00018,0.00047
"1030","Business Skills","Payroll Services","Professional scientific and technical activities","Marketing & Advertising",2e-04,0.00026,0.00019,0.00026,0.00037
"1031","Business Skills","Payroll Services","Professional scientific and technical activities","Architecture & Planning",0.00018,0.00021,0.00025,0.00019,3e-04
