country_code,country_name,wb_region,wb_income,isic_section_index,isic_section_name,industry_id,industry_name,growth_rate_2015,growth_rate_2016,growth_rate_2017,growth_rate_2018,growth_rate_2019
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,81,Newspapers,-1.22%,-2.22%,-2.05%,-2.44%,-1.09%
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,82,Publishing,-1.79%,-1.85%,-1.17%,-1.41%,-1.39%
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,96,Information Technology & Services,-3.03%,-2.41%,-2.71%,-1.70%,-1.03%
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,103,Writing & Editing,2.08%,-1.49%,-1.99%,-1.01%,-2.50%
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,109,Computer Games,-0.76%,0.00%,-0.79%,-7.63%,-1.63%
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,113,Online Media,-3.63%,0.95%,-0.92%,0.00%,0.89%
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,118,Computer & Network Security,-0.32%,-1.59%,0.16%,0.78%,-0.31%
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,119,Wireless,0.00%,-1.67%,0.00%,1.85%,-1.75%
bd,Bangladesh,South Asia,Lower middle income,J,Information and communication,126,Media Production,-2.91%,-2.05%,-2.62%,-3.06%,-1.03%
bd,Bangladesh,South Asia,Lower middle income,K,Financial and insurance activities,41,Banking,-0.84%,1.03%,0.22%,-0.40%,0.50%
bd,Bangladesh,South Asia,Lower middle income,K,Financial and insurance activities,42,Insurance,-0.25%,0.67%,0.00%,0.16%,-0.32%
bd,Bangladesh,South Asia,Lower middle income,K,Financial and insurance activities,43,Financial Services,-1.08%,-1.60%,-0.79%,0.36%,0.23%
bd,Bangladesh,South Asia,Lower middle income,K,Financial and insurance activities,45,Investment Banking,-4.33%,8.28%,1.22%,-1.40%,0.82%
bd,Bangladesh,South Asia,Lower middle income,K,Financial and insurance activities,46,Investment Management,-3.29%,-4.56%,-2.16%,-2.74%,-2.69%
bd,Bangladesh,South Asia,Lower middle income,K,Financial and insurance activities,106,Venture Capital & Private Equity,7.69%,4.55%,-0.84%,-4.69%,-7.52%
bd,Bangladesh,South Asia,Lower middle income,K,Financial and insurance activities,129,Capital Markets,0.00%,-1.62%,1.25%,-0.85%,-0.73%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,9,Law Practice,-0.99%,-1.50%,-2.45%,-0.49%,-0.49%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,10,Legal Services,-0.74%,-2.74%,1.28%,-0.25%,0.25%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,11,Management Consulting,-0.62%,-0.42%,0.00%,1.41%,0.00%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,12,Biotechnology,-4.68%,-0.30%,0.00%,0.00%,-3.46%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,47,Accounting,-3.31%,-5.14%,-5.69%,-5.51%,-1.59%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,50,Architecture & Planning,-0.91%,-1.29%,0.37%,0.55%,-0.18%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,70,Research,-5.87%,-3.45%,-3.59%,-3.20%,-1.55%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,76,Executive Office,-2.08%,3.55%,0.67%,7.10%,1.15%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,80,Marketing & Advertising,-2.64%,-2.42%,-1.42%,-1.69%,-0.61%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,84,Information Services,-4.33%,-1.32%,0.00%,2.10%,0.51%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,86,Environmental Services,-3.13%,-0.53%,0.36%,-1.40%,-0.53%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,97,Market Research,-1.65%,-3.85%,-4.35%,1.36%,-1.34%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,98,Public Relations & Communications,-1.86%,0.97%,-0.48%,0.00%,1.89%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,99,Design,-0.66%,-1.75%,-0.76%,-0.08%,1.00%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,105,Professional Training & Coaching,0.57%,-0.38%,-3.54%,-2.23%,-1.09%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,108,Translation & Localization,-1.01%,2.02%,0.00%,1.00%,0.00%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,110,Events Services,-0.46%,-0.48%,0.48%,-2.09%,-3.18%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,-3.64%,-2.91%,-4.07%,-1.53%,-2.76%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-1.40%,-1.06%,-0.05%,0.47%,-0.40%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,136,Photography,-2.47%,-4.36%,-3.01%,-2.30%,-0.39%
bd,Bangladesh,South Asia,Lower middle income,M,Professional scientific and technical activities,140,Graphic Design,-0.84%,0.35%,-0.07%,-0.28%,-0.28%
bd,Bangladesh,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",28,Entertainment,-2.64%,-0.87%,-1.31%,-2.29%,0.00%
bd,Bangladesh,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",33,Sports,0.00%,-2.94%,-1.69%,0.84%,0.82%
bd,Bangladesh,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",38,Fine Art,0.00%,1.59%,1.61%,1.64%,-1.64%
bd,Bangladesh,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",39,Performing Arts,-1.75%,0.00%,1.85%,-1.79%,0.00%
bd,Bangladesh,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",111,Arts & Crafts,-1.52%,-2.50%,-2.02%,-1.49%,-0.50%
bd,Bangladesh,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",115,Music,0.82%,2.52%,0.82%,0.40%,0.40%
bd,Bangladesh,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",-0.36%,5.62%,1.62%,-2.13%,-2.10%
bd,Bangladesh,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",127,Animation,5.96%,1.94%,0.00%,0.62%,-1.20%
be,Belgium,Europe & Central Asia,High income,B,Mining and quarrying,56,Mining & Metals,1.08%,0.18%,1.46%,0.82%,-0.96%
be,Belgium,Europe & Central Asia,High income,B,Mining and quarrying,57,Oil & Energy,1.25%,1.12%,-0.07%,-0.25%,1.53%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,15,Pharmaceuticals,2.02%,1.99%,1.73%,1.36%,0.23%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,23,Food Production,0.32%,1.31%,-0.17%,0.71%,0.09%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,52,Aviation & Aerospace,5.06%,0.40%,-0.12%,0.27%,-1.13%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,53,Automotive,0.43%,1.32%,1.39%,1.11%,-0.03%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,54,Chemicals,1.22%,0.47%,0.92%,1.46%,0.90%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,55,Machinery,-0.05%,-0.17%,-2.23%,0.54%,1.42%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,58,Shipbuilding,8.47%,0.00%,4.27%,4.46%,5.17%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,60,Textiles,0.31%,-0.47%,0.31%,0.34%,-1.60%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,61,Paper & Forest Products,-1.72%,-0.51%,2.00%,0.14%,0.04%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,62,Railroad Manufacture,1.84%,0.00%,4.67%,4.40%,2.44%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,83,Printing,-0.79%,-1.37%,-0.10%,-0.58%,-1.72%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-1.94%,0.62%,1.35%,0.86%,-0.64%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,117,Plastics,-0.79%,-0.48%,1.53%,1.27%,-0.05%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,144,Renewables & Environment,-0.42%,0.18%,2.56%,3.45%,1.16%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,145,"Glass, Ceramics & Concrete",0.22%,0.84%,1.51%,1.63%,0.22%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,146,Packaging & Containers,0.33%,-0.38%,-0.38%,-0.13%,0.37%
be,Belgium,Europe & Central Asia,High income,C,Manufacturing,147,Industrial Automation,0.28%,0.65%,2.04%,1.79%,1.38%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,3,Computer Hardware,2.37%,-0.29%,0.15%,0.14%,2.56%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,4,Computer Software,1.44%,1.62%,0.80%,1.30%,1.37%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,5,Computer Networking,-3.13%,1.85%,0.81%,-0.81%,-1.43%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,6,Internet,1.94%,1.97%,0.89%,0.93%,1.13%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,7,Semiconductors,4.83%,3.52%,5.17%,3.43%,0.90%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,8,Telecommunications,1.42%,0.16%,-0.21%,-0.29%,-1.14%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,35,Motion Pictures & Film,-0.38%,-1.35%,0.08%,-1.81%,-0.16%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,36,Broadcast Media,0.45%,-0.55%,-0.04%,-1.47%,-0.02%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,81,Newspapers,0.00%,-1.03%,-2.71%,-5.01%,-2.97%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,82,Publishing,-0.79%,-1.05%,-0.59%,-2.23%,-0.63%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,96,Information Technology & Services,2.88%,3.44%,2.63%,2.25%,1.05%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,103,Writing & Editing,-1.93%,-1.55%,-0.43%,0.43%,0.55%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,109,Computer Games,-2.66%,7.40%,-0.94%,-0.31%,-3.89%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,113,Online Media,1.89%,4.45%,1.16%,2.14%,2.71%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,118,Computer & Network Security,9.01%,8.69%,2.09%,9.40%,3.18%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,119,Wireless,-4.19%,-12.08%,4.00%,0.82%,10.74%
be,Belgium,Europe & Central Asia,High income,J,Information and communication,126,Media Production,1.17%,1.96%,0.08%,0.94%,0.90%
be,Belgium,Europe & Central Asia,High income,K,Financial and insurance activities,41,Banking,1.03%,-1.15%,0.80%,0.22%,-1.28%
be,Belgium,Europe & Central Asia,High income,K,Financial and insurance activities,42,Insurance,-0.42%,0.35%,-0.47%,-0.24%,0.35%
be,Belgium,Europe & Central Asia,High income,K,Financial and insurance activities,43,Financial Services,0.38%,-0.02%,-0.18%,0.82%,0.71%
be,Belgium,Europe & Central Asia,High income,K,Financial and insurance activities,45,Investment Banking,-1.27%,-0.26%,-0.64%,-1.55%,0.13%
be,Belgium,Europe & Central Asia,High income,K,Financial and insurance activities,46,Investment Management,0.24%,0.58%,3.01%,0.23%,0.18%
be,Belgium,Europe & Central Asia,High income,K,Financial and insurance activities,106,Venture Capital & Private Equity,0.28%,1.67%,4.76%,1.71%,3.55%
be,Belgium,Europe & Central Asia,High income,K,Financial and insurance activities,129,Capital Markets,3.85%,5.19%,2.63%,-1.27%,-7.69%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,9,Law Practice,-2.68%,-3.33%,-2.62%,-1.65%,-1.69%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,10,Legal Services,0.24%,-0.98%,-1.23%,-0.47%,0.19%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,11,Management Consulting,0.59%,1.19%,0.16%,1.45%,1.06%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,12,Biotechnology,7.18%,3.37%,2.52%,4.02%,4.11%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,16,Veterinary,5.78%,5.37%,0.19%,0.19%,2.72%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,47,Accounting,-0.39%,-0.70%,-0.46%,-1.05%,0.11%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,50,Architecture & Planning,-0.22%,-0.86%,-0.41%,-0.42%,-0.17%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,70,Research,-3.54%,-2.35%,-1.18%,-1.51%,-0.38%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,76,Executive Office,15.87%,6.99%,3.85%,1.82%,-1.15%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,80,Marketing & Advertising,-1.35%,-0.73%,0.45%,-0.76%,-0.63%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,84,Information Services,-2.04%,0.42%,-0.04%,1.26%,0.44%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,86,Environmental Services,-0.17%,0.11%,-1.29%,0.37%,1.22%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,97,Market Research,1.21%,-0.64%,-0.81%,0.98%,-2.37%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,98,Public Relations & Communications,-4.80%,-1.57%,-3.22%,-1.06%,0.97%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,99,Design,2.59%,3.44%,1.57%,2.40%,1.59%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,105,Professional Training & Coaching,0.41%,1.84%,1.20%,2.17%,1.31%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,108,Translation & Localization,1.03%,0.39%,1.61%,-1.84%,-2.13%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,110,Events Services,-0.77%,-0.83%,-1.36%,-1.71%,0.03%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,114,Nanotechnology,2.70%,-1.49%,4.84%,11.67%,6.15%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,120,Alternative Dispute Resolution,1.08%,-3.09%,3.06%,-1.92%,0.93%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,1.37%,-0.40%,-1.13%,-2.22%,0.34%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,1.05%,0.23%,0.86%,0.50%,0.51%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,136,Photography,4.55%,3.36%,1.91%,2.01%,0.90%
be,Belgium,Europe & Central Asia,High income,M,Professional scientific and technical activities,140,Graphic Design,-0.58%,0.92%,1.72%,-0.24%,0.39%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",28,Entertainment,-3.38%,-3.30%,-2.57%,-2.69%,-1.77%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",33,Sports,-1.60%,-1.04%,-0.10%,-0.89%,-0.45%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",37,Museums & Institutions,-1.58%,-0.50%,0.91%,0.00%,1.04%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",38,Fine Art,1.00%,-1.85%,0.42%,-0.91%,0.10%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",39,Performing Arts,-1.17%,-0.73%,-1.14%,-0.37%,-0.97%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",85,Libraries,-0.91%,-0.97%,-2.83%,-2.80%,-0.95%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",111,Arts & Crafts,1.95%,-1.25%,1.38%,2.13%,1.71%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",115,Music,-0.25%,-0.76%,-1.96%,-0.89%,-0.63%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",2.55%,2.11%,2.11%,1.32%,0.12%
be,Belgium,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",127,Animation,1.23%,-0.30%,-0.86%,4.40%,0.80%
bg,Bulgaria,Europe & Central Asia,Upper middle income,B,Mining and quarrying,56,Mining & Metals,-0.30%,-1.39%,2.81%,-0.15%,-0.30%
bg,Bulgaria,Europe & Central Asia,Upper middle income,B,Mining and quarrying,57,Oil & Energy,-4.72%,-2.43%,0.27%,1.54%,-0.26%
bg,Bulgaria,Europe & Central Asia,Upper middle income,C,Manufacturing,15,Pharmaceuticals,1.49%,0.41%,1.85%,0.49%,0.29%
bg,Bulgaria,Europe & Central Asia,Upper middle income,C,Manufacturing,23,Food Production,6.15%,10.86%,7.74%,2.41%,-1.46%
bg,Bulgaria,Europe & Central Asia,Upper middle income,C,Manufacturing,52,Aviation & Aerospace,-1.10%,-0.96%,2.57%,0.31%,1.22%
bg,Bulgaria,Europe & Central Asia,Upper middle income,C,Manufacturing,53,Automotive,-1.29%,-0.45%,2.16%,0.05%,-0.33%
bg,Bulgaria,Europe & Central Asia,Upper middle income,C,Manufacturing,54,Chemicals,2.06%,-2.52%,0.49%,1.45%,-0.79%
bg,Bulgaria,Europe & Central Asia,Upper middle income,C,Manufacturing,55,Machinery,-2.95%,-3.38%,-0.94%,-3.29%,-0.32%
bg,Bulgaria,Europe & Central Asia,Upper middle income,C,Manufacturing,58,Shipbuilding,-5.88%,6.36%,-1.69%,0.00%,1.69%
bg,Bulgaria,Europe & Central Asia,Upper middle income,C,Manufacturing,60,Textiles,2.22%,-0.88%,-2.22%,0.91%,-1.32%
